GeneID,Chr,Start,End,Strand,Length,HI.3202.005.Index_10.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d2.bam,HI.3202.005.Index_11.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d3.bam,HI.3202.005.Index_1.BM_Ctrl.NAB2.PrA.CSL4.URA.d1.bam,HI.3202.005.Index_20.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d1.bam,HI.3202.005.Index_21.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d2.bam,HI.3202.005.Index_22.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d3.bam,HI.3202.005.Index_23.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d1.bam,HI.3202.005.Index_25.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d2.bam,HI.3202.005.Index_27.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d3.bam,HI.3202.005.Index_3.BM_Ctrl.NAB2.PrA.CSL4.URA.d2.bam,HI.3202.005.Index_8.BM_Ctrl.NAB2.PrA.CSL4.URA.d3.bam,HI.3202.005.Index_9.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d1.bam,HI.3758.002.Index_12.BM.MO_dpl.enp1.37C.30.3.1.bam,HI.3758.002.Index_13.BM.MO_dpl.enp1.37C.30.3.2.bam,HI.3758.002.Index_14.BM.MO_dpl.enp1.37C.90.4.1.bam,HI.3758.002.Index_15.BM.MO_dpl.enp1.37C.90.4.2.bam,HI.3758.002.Index_18.BM.MO_dpl.enp1.37C.180.5.1.bam,HI.3758.002.Index_19.BM.MO_dpl.enp1.37C.180.5.2.bam,HI.3758.002.Index_2.BM.MO_dpl.CSL4ph.37C.30.1.1.bam,HI.3758.002.Index_4.BM.MO_dpl.CSL4ph.37C.30.1.2.bam,HI.3758.002.Index_5.BM.MO_dpl.enp1.25C.2.1.bam,HI.3758.002.Index_6.BM.MO_dpl.enp1.25C.2.2.bam,HI.3758.004.Index_21.BM.MO_dpl.srm1.37C.30.7.1.bam,HI.3758.004.Index_22.BM.MO_dpl.srm1.37C.30.7.2.bam,HI.3758.004.Index_25.BM.MO_dpl.srm1.37C.90.8.1.bam,HI.3758.004.Index_27.BM.MO_dpl.srm1.37C.90.8.2.bam,HI.3758.004.Index_8.BM.MO_dpl.srm1.25C.6.1.bam,HI.3758.004.Index_9.BM.MO_dpl.srm1.25C.6.2.bam,HI.4535.001.Index_13.CA_Dis3.1.4.bam,HI.4535.001.Index_16.CA_Rrp6.delta.5.bam,HI.4535.001.Index_18.CA_Rrp6.delta.6.bam,HI.4535.001.Index_2.CA_WT.1.bam,HI.4535.001.Index_4.CA_WT.2.bam,HI.4535.001.Index_7.CA_Dis3.1.3.bam
YKL077W,XI,291453,292631,+,1179,4387,4880,3147,3056,2672,2664,1802,2368,2583,3586,3915,3572,4630,4815,6156,5354,5243,4831,5801,5553,6389,6993,2344,2220,2782,2742,5498,5422,2601,3890,3625,4145,3316,2971
YKL076C,XI,292838,293221,-,384,233,237,181,199,225,205,213,216,277,218,275,163,527,526,687,517,489,413,384,336,473,375,330,270,288,310,376,363,213,312,265,222,190,206
YKL075C,XI,292956,294308,-,1353,669,633,519,672,626,601,648,735,859,568,684,464,1214,1284,1741,1437,1381,1225,1201,1022,1153,1160,889,851,840,893,1138,1106,631,986,956,738,603,679
YKL074C,XI,294610,296193,-,1584,999,1053,688,1095,929,939,791,1088,1211,799,949,790,1427,1547,2604,2254,2118,2254,1872,1627,1434,1584,1653,1528,2467,2387,1413,1401,991,1511,1375,1029,784,1048
YKL073W,XI,296430,299075,+,2646,3334,3241,2633,2793,2584,2625,2148,2899,3122,3081,3345,2568,2917,3070,5316,4713,3215,3073,5856,5471,3737,3974,2248,2226,3335,3367,4535,4615,2070,3250,3135,4060,3420,2282
YKL072W,XI,299582,301882,+,2301,824,895,497,1419,1280,1288,1370,1766,2033,597,701,760,1750,1784,2958,2829,2497,2517,2533,2178,1313,1455,3696,3804,5246,5403,1462,1440,1057,1547,1619,812,706,1219
tW(CCA)K,XI,302918,302953,+,36,1,7,1,25,21,23,40,34,52,2,3,3,19,23,43,28,40,49,35,40,7,6,11,10,30,36,1,1,20,17,16,1,2,32
tW(CCA)K,XI,302988,303023,+,36,1,6,1,35,35,22,50,48,70,2,3,2,25,24,42,27,46,53,42,41,5,8,15,13,30,35,1,1,33,21,21,1,2,34
YKL071W,XI,305114,305884,+,771,98,96,22,186,160,178,121,166,193,35,32,83,319,406,1215,1089,810,756,162,138,161,156,356,351,962,1021,800,827,30,29,27,79,44,36
YKL070W,XI,306211,306720,+,510,14,13,7,75,70,55,68,99,132,6,6,9,332,323,822,635,430,424,68,63,43,55,302,280,794,755,217,215,8,14,16,12,12,6
YKL069W,XI,307285,307827,+,543,507,553,424,1260,1080,1092,1222,1584,1734,469,476,411,561,564,1225,1034,865,782,1090,950,534,482,224,235,571,637,497,496,896,649,702,890,696,1100
tV(AAC)K1,XI,308144,308217,-,74,2,0,0,3,7,6,3,12,16,0,0,1,1,3,8,3,15,7,5,3,1,0,6,2,6,4,0,1,0,5,6,0,0,6
YKL068W-A,XI,309206,309442,+,237,464,469,171,433,398,431,379,540,634,173,239,348,730,836,2087,1834,2150,1807,932,870,938,1056,407,447,973,1126,572,677,566,1628,1562,221,169,645
YKL068W,XI,310199,313078,+,2880,4378,4328,2431,4592,3983,4257,3583,4428,4948,3004,2915,3393,5780,5708,9173,7706,6484,6549,5525,5247,5913,5940,10967,10132,11449,11073,8082,7606,3674,5872,5549,3067,2697,3934
tH(GUG)K,XI,313401,313472,-,72,3,9,6,9,7,11,10,15,11,3,3,1,10,12,16,14,45,46,13,13,10,12,14,9,13,11,3,3,14,7,1,3,0,13
YKL067W,XI,314812,315273,+,462,2179,2223,2873,1393,1224,1185,815,1136,1256,3296,3680,1520,3438,3594,2707,2166,1663,1505,3230,2852,3388,3456,2355,2203,3098,2898,3667,3602,1267,1476,1375,2651,2214,1516
YKL066W,XI,315281,315724,+,444,414,479,533,418,410,396,352,449,514,634,789,353,774,849,780,598,459,380,928,819,741,739,1141,1154,1421,1359,775,747,369,440,424,709,613,439
YKL065W-A,XI,315954,316175,+,222,13,25,14,66,45,64,53,70,65,20,16,9,60,80,72,65,56,48,129,102,16,20,297,317,364,324,21,16,44,33,17,22,11,49
YKL065C,XI,316437,317057,-,621,3159,3015,2763,3839,3218,3284,2089,2784,2935,3079,3467,2284,5483,5771,4303,3803,3292,3007,7396,7154,4108,4387,9501,8891,7947,8095,4598,4602,2384,3068,2946,3647,2973,2619
YKL064W,XI,317764,320673,+,2910,3197,3315,3692,8958,7828,7850,7141,9204,10653,4368,4465,2553,11581,11732,13535,11584,7942,7799,11318,10566,5641,6014,14540,13604,17445,17603,6138,6123,4504,4943,4646,5409,4285,4835
YKL063C,XI,321015,321518,-,504,505,505,455,494,446,479,407,526,584,536,707,418,659,756,915,859,979,849,1343,1136,791,1006,679,675,573,521,821,805,679,839,794,759,691,740
YKL062W,XI,323228,325120,+,1893,1605,1699,2684,3812,3474,3612,2277,2924,3142,3180,3126,1225,5843,6037,5766,4914,7409,7315,6863,6142,5395,5755,2107,1948,1809,1800,1774,1613,5345,3717,3600,3081,2532,5933
YKL061W,XI,325771,326112,+,342,147,151,170,195,210,214,136,206,229,200,237,111,191,178,273,235,348,350,276,238,219,262,421,422,484,504,231,204,162,263,241,363,297,178
YKL060C,XI,326408,327487,-,1080,358724,366579,338190,119171,102437,103231,54753,67041,73027,414159,397544,280561,281472,273862,196799,152313,111846,112386,250013,235678,339227,325991,81564,70768,14451,13202,501981,479540,107657,210071,196296,200592,168367,119188
YKL059C,XI,328118,329443,-,1326,1248,1216,915,1219,964,1045,972,1148,1436,987,1107,945,1979,1980,2699,2177,1731,1683,1894,1749,1771,1790,5100,4632,4913,4819,1946,1859,738,1254,1225,845,723,816
YKL058W,XI,330166,330534,+,369,1231,1318,1020,853,761,785,569,763,825,1038,1159,919,1120,1176,1594,1202,1173,1031,1512,1513,1639,1501,493,492,688,624,1842,1764,634,923,770,957,772,772
YKL057C,XI,330856,333969,-,3114,1201,1386,799,1367,1450,1470,1302,1965,2151,891,1166,1057,1783,2241,3278,3520,3929,3569,3615,2912,2428,3191,2802,2991,2710,2789,2366,2656,2386,3941,4018,2547,1870,2595
YKL056C,XI,334412,334915,-,504,36059,36872,27986,16521,14089,13677,7858,10830,11952,30970,33501,26101,14378,14661,24265,19950,23742,21155,16919,15750,38948,39293,9108,8365,4806,4638,33095,32056,13736,33121,29748,23921,20543,15261
YKL055C,XI,335321,336157,-,837,246,243,124,209,177,208,202,231,313,154,177,210,587,557,757,658,572,574,307,301,382,375,8306,7808,4810,4604,418,369,190,283,218,155,123,206
YKL054C,XI,336537,338753,-,2217,12789,13098,10165,10537,9115,9783,7141,8875,9816,11853,11336,9837,21573,21902,16298,13589,10129,9602,21809,18539,18230,17881,46629,41616,49607,47921,19841,17838,6929,14282,13644,10648,8678,7526
YKL053C-A,XI,339182,339442,-,261,522,483,522,461,351,408,263,386,382,541,588,395,667,691,602,558,505,399,865,881,648,728,945,887,1036,1036,888,893,326,351,336,487,423,365
YKL053W,XI,339572,339946,+,375,55,73,11,388,409,377,474,577,634,24,20,55,333,313,472,366,225,218,492,404,84,85,166,147,291,302,33,47,112,115,94,25,22,136
YKL052C,XI,339668,340546,-,879,990,921,1016,1799,1467,1621,1478,1828,2070,1122,1102,700,4636,4382,5690,4703,3197,3320,2329,2001,2013,1816,2030,1819,2387,2448,2017,1803,1148,1467,1401,906,709,1276
YKL051W,XI,341312,342373,+,1062,2687,2651,1246,3294,2857,2964,2159,2747,3070,1559,1572,2020,5051,4904,4527,3867,3282,3319,5015,4588,3532,3727,2862,2623,2994,2885,3485,3284,2063,2796,2438,1913,1585,2319
YKL050C,XI,342852,345620,-,2769,815,843,366,2065,1868,1916,2128,2559,2875,504,464,647,5004,4977,7020,5802,3628,3701,2370,2304,1910,1901,2913,2720,4107,4013,1620,1497,1324,1790,1758,413,370,1488
YKL049C,XI,346075,346764,-,690,511,596,469,677,570,622,717,899,1058,550,530,428,757,751,1646,1263,1022,924,819,706,785,726,781,810,1261,1285,889,844,574,694,738,572,455,601
YKL048C,XI,347214,349136,-,1923,668,747,486,729,648,633,577,829,914,607,621,547,1115,1201,1756,1477,1225,1199,1073,1018,1159,1370,3024,2965,3597,3669,1424,1334,450,871,792,538,373,464
YKL047W,XI,349463,351013,+,1551,802,868,427,1103,1061,969,1014,1298,1568,454,502,698,1144,1119,1944,1687,1761,1847,1781,1514,1106,1275,421,421,657,574,927,824,1064,1781,1690,964,742,1223
YKL046C,XI,351275,352624,-,1350,3312,3601,2506,2732,2468,2461,2043,2514,2738,2938,3015,2818,4517,4241,5471,4532,3197,3258,3854,3502,3985,4113,4580,4272,5239,5353,4729,4572,1512,1916,1829,2116,1796,1647
YKL045W,XI,353493,355079,+,1587,820,893,743,866,748,761,963,1141,1369,839,852,611,799,856,1963,1744,1275,1206,799,737,1344,1453,1542,1339,1293,1329,1594,1569,613,772,753,717,617,707
YKL044W,XI,356322,356642,+,321,208,193,109,220,200,221,215,316,333,116,99,173,219,239,347,314,267,262,446,403,410,527,671,661,516,542,443,423,170,264,259,95,59,223
YKL043W,XI,356748,357848,+,1101,1942,1867,1433,1170,1022,1050,925,1140,1360,1648,1697,1455,2568,2445,2569,2157,1600,1569,2085,1718,5032,4982,6554,5808,5121,4683,5414,4706,1098,1162,1047,705,508,1188
YKL042W,XI,358475,359566,+,1092,666,632,475,337,338,336,304,338,405,638,635,482,465,505,925,694,581,593,568,558,1204,1233,2110,1932,1363,1417,1278,1252,241,338,381,344,279,319
YKL041W,XI,360143,360817,+,675,307,361,248,379,385,330,302,388,430,290,312,216,849,815,783,667,421,427,773,701,453,451,341,348,547,634,449,443,163,171,158,232,221,214
YKL040C,XI,361058,361828,-,771,1258,1306,1045,954,805,781,767,967,1113,1196,1235,937,890,1002,1337,1276,1292,1123,1207,1123,1511,1569,2034,1968,2552,2516,1540,1559,709,1125,1024,1117,1057,822
YKL039W,XI,362622,364193,+,1572,3974,4156,2774,4165,3841,3821,2811,3586,4006,3122,3348,3272,5902,6386,5830,4987,4123,4053,8899,8361,4820,5618,7030,6781,9226,9222,5616,5561,2606,3240,2923,3671,3017,2818
snR69,XI,364776,364876,+,101,328,350,16,723,682,720,936,1240,1431,11,31,314,73,106,480,438,634,608,1168,1055,121,176,57,72,78,93,40,37,712,1009,1030,86,94,782
YKL038W,XI,365605,369117,+,3513,14215,14829,2632,17312,15268,16455,18388,22553,25198,3313,2988,11587,9193,8874,14497,12120,11621,11591,25247,22224,7222,7188,9979,9432,8154,7881,5455,5201,9760,6494,6261,5074,4110,10756
YKL037W,XI,369365,369721,+,357,43,31,22,186,147,172,262,271,318,29,19,22,282,284,357,278,176,205,141,128,48,45,1022,886,623,618,36,23,106,58,58,29,21,117
YKL036C,XI,369528,369920,-,393,23,26,20,38,29,36,36,55,65,30,21,16,47,55,51,44,28,36,38,35,33,32,78,94,116,95,32,28,16,15,8,14,10,22
YKL035W,XI,369891,371390,+,1500,7849,8058,15153,4823,4237,4318,2858,3621,4034,17897,18140,6147,19895,20064,14115,11583,8094,8040,13906,12722,23210,23423,44783,41196,17509,17599,12457,12260,7658,6406,5993,12260,9622,8617
YKL034W,XI,371829,374105,+,2277,1023,1054,1005,1660,1509,1471,1140,1534,1636,1221,1238,836,2817,2805,2796,2377,1812,1909,3217,2917,1803,1896,16219,15205,6008,5912,2181,2054,1335,1448,1298,1520,1189,1475
YKL033W-A,XI,374505,375215,+,711,2806,2775,2026,1626,1349,1436,876,1104,1274,2447,2475,2075,2616,2772,2691,2281,2387,2100,3319,3094,2999,3125,2749,2652,1480,1462,3493,3552,1666,2640,2474,3302,2509,1849
YKL033W,XI,375456,378572,+,3117,953,1002,373,1485,1396,1469,1470,2027,2227,498,547,806,1738,1980,2917,2705,2520,2343,2469,2094,1115,1269,3637,3652,2362,2434,1260,1239,1238,2117,2026,1071,767,1440
tV(AAC)K2,XI,379680,379753,+,74,0,4,0,12,19,2,24,25,24,1,2,4,10,9,28,17,42,44,13,22,4,11,7,9,7,11,1,0,10,7,9,1,2,9
YKL032C,XI,380065,381858,-,1794,2689,2778,2782,2032,1680,1830,1568,1863,2014,3644,3094,2289,6033,5922,4928,3821,4350,4002,5151,4444,6320,6117,20724,18337,12348,11761,7581,6776,2213,2600,2697,2971,2398,2301
YKL031W,XI,382072,382485,+,414,22,27,23,78,64,67,87,91,115,25,19,9,244,287,336,270,119,141,65,60,49,66,111,125,199,183,41,28,27,28,21,42,37,51
YKL030W,XI,382498,383103,+,606,53,44,29,320,274,230,337,385,518,36,26,40,258,239,321,248,275,217,239,220,45,43,80,74,130,105,46,63,400,301,238,11,10,449
YKL029C,XI,382716,384725,-,2010,8278,8212,8809,4774,4206,4367,3817,4775,5317,11574,10232,6382,15221,14763,10215,8067,5266,5356,7000,6270,7920,7713,4073,3685,3906,3604,10920,10146,3652,9801,9252,5874,4889,3955
YKL028W,XI,385758,387206,+,1449,2062,2136,1321,1482,1425,1366,1349,1638,1833,1636,1708,1491,3277,3137,4240,3422,2596,2390,2460,2217,3000,2944,4819,4231,6215,5747,3073,2976,1163,1678,1682,1430,1187,1254
YKL027W,XI,387562,388905,+,1344,1409,1534,1040,2031,1884,1762,1640,2062,2404,1320,1288,1135,2154,2087,3175,2734,1912,1873,2603,2371,1807,1817,1706,1578,2977,2656,1513,1521,1019,1856,1796,1073,883,1176
YKL026C,XI,389380,389883,-,504,192,183,432,556,490,496,369,431,524,430,519,118,1263,1352,882,797,538,547,1459,1240,461,563,1985,1882,1122,1156,347,396,472,340,284,714,564,512
YKL025C,XI,390240,392279,-,2040,1342,1472,972,920,905,941,799,994,1097,1082,1133,1174,1985,1948,2094,1887,1815,1795,2161,1902,2080,2505,4629,4482,3182,3175,2256,2081,980,1321,1429,1266,1002,1125
YKL024C,XI,392526,393140,-,615,2539,2639,1747,1589,1467,1392,1085,1332,1480,2030,2253,2055,1636,1669,3163,2566,2167,2154,1654,1511,2437,2559,1523,1412,1463,1362,3147,3014,1261,3395,3230,2296,1859,1487
YKL023C-A,XI,393146,393373,-,228,1042,1084,612,639,584,549,449,590,608,721,847,750,597,697,1362,1128,1030,938,738,711,1028,1031,616,545,527,519,1176,1193,621,1574,1540,1058,891,737
YKL023W,XI,393721,394554,+,834,479,547,665,931,845,841,788,971,1238,829,811,428,2010,1891,2113,1699,1034,1014,1541,1298,989,833,2027,1849,2608,2271,1189,1044,588,550,506,727,668,626
YKL022C,XI,394726,397248,-,2523,2024,2112,929,4275,3864,4029,3672,4654,5176,1174,1172,1595,3726,3763,6703,5617,4407,4292,4772,4494,2436,2411,3117,2956,3657,3729,2519,2521,2919,3358,3190,1423,1067,3148
YKL021C,XI,397344,398750,-,1407,1877,1874,943,1203,1104,1154,988,1263,1505,981,1061,1318,1494,1492,2733,2426,2476,2269,1703,1553,2159,2316,616,581,805,814,1512,1450,1163,2236,2157,1197,1082,1305
YKL020C,XI,398832,402080,-,3249,2561,2736,2781,4771,4308,4565,4436,5684,6179,3486,3320,2123,8822,8932,10009,8670,7527,7393,7589,6760,5809,5972,20019,18618,17054,16806,5625,5419,3763,4246,4251,3789,3090,4121
YKL019W,XI,402568,403518,+,951,1710,1799,1484,1503,1265,1271,988,1244,1474,1763,1986,1273,2090,1979,2445,2019,1571,1559,2073,1846,2203,2048,673,639,661,547,2451,2239,1018,981,1010,1352,1191,1184
YKL018C-A,XI,403580,403879,-,300,120,113,80,428,394,368,507,618,684,105,117,83,783,715,954,787,597,626,527,493,238,195,426,420,420,497,131,120,127,133,163,75,77,153
YKL018W,XI,404102,405091,+,990,814,845,576,732,575,668,550,747,849,656,710,663,1202,1271,1364,1164,1130,1090,1310,1264,1137,1176,659,570,529,514,1068,1013,679,1088,1059,831,578,695
YKL017C,XI,405190,407241,-,2052,691,774,552,773,641,726,791,1069,1148,639,730,550,1223,1263,1931,1748,1390,1374,1060,918,1041,1244,2452,2416,2373,2394,1087,1016,786,1052,1100,1022,751,816
YKL016C,XI,407465,407989,-,525,1928,2063,2566,1421,1223,1346,977,1383,1450,2905,3097,1411,2756,2903,3973,3235,2974,2761,3331,2961,3969,4061,1867,1689,2109,2057,2174,2150,1871,2789,2681,2742,2263,1980
YKL015W,XI,408544,411483,+,2940,1640,1792,889,2636,2276,2293,2067,3167,3290,1207,1233,1303,3609,3834,4745,4198,3346,3037,7320,5832,2654,2869,6963,6338,6888,6924,2954,2997,2636,3386,3409,2367,1766,3144
YKL014C,XI,411619,416913,-,5295,5290,5696,2232,4080,3804,4044,4012,5608,6162,2486,2930,4422,3917,4246,8165,8008,10229,9752,6662,5349,6420,8060,3659,3885,4010,3972,5460,5838,5974,10992,11574,6237,4714,6831
YKL013C,XI,417508,418023,-,516,2013,2094,1785,2030,1853,1895,1453,1988,2155,2061,2159,1584,2798,3012,3029,2322,2171,2018,3196,2963,2452,2608,1638,1480,1575,1597,2272,2180,1147,1529,1408,2234,1861,1224
YKL012W,XI,418310,420061,+,1752,1589,1666,1280,1671,1468,1459,1260,1686,1875,1546,1665,1381,2993,3232,3423,2963,3024,2780,3191,2892,2772,3018,4603,4395,3404,3403,2448,2430,1330,1613,1593,1974,1525,1544
YKL011C,XI,420155,421216,-,1062,165,201,148,580,564,531,750,936,1094,166,225,147,709,852,1652,1637,1163,1165,649,618,484,613,743,842,1115,1140,442,408,435,657,607,540,430,490
YKL010C,XI,421424,425875,-,4452,4084,4511,3061,8574,7917,8269,8308,10569,12033,3885,3909,3358,11647,11700,18397,16796,11860,12034,11929,10755,6572,7236,9074,9078,13053,13346,5962,6053,4755,7030,6550,4551,3840,5238
YKL009W,XI,426242,426952,+,711,4195,4248,2065,2094,1800,1920,1277,1783,1981,2352,2379,3054,2266,2356,4558,3812,4813,4343,3483,3246,4665,4700,1552,1512,3332,3401,3642,3441,2073,4393,4222,2406,2060,2278
YKL008C,XI,427295,428551,-,1257,2188,2460,1631,1272,1132,1077,915,1239,1491,1895,1951,1757,1766,1690,2711,2402,3743,3558,2480,2181,2383,2771,1360,1387,758,811,2849,2872,1768,2477,2493,1896,1365,2019
YKL007W,XI,429302,430108,+,807,2098,2343,2177,1800,1582,1581,1246,1555,1718,2572,2687,1695,2931,3028,2883,2430,1765,1783,3521,3296,2907,3223,3152,3133,2867,3025,3446,3481,1396,2212,1833,2767,2297,1503
YKL006C-A,XI,430597,430632,-,36,351,385,110,616,481,523,472,635,788,120,133,271,237,256,536,436,450,387,795,743,210,166,72,52,152,145,164,186,205,484,437,151,123,264
YKL006C-A,XI,430198,430455,-,258,996,1014,368,1307,1063,1058,1035,1461,1611,475,471,747,629,707,1262,1045,1060,928,1874,1738,643,593,239,247,488,466,625,629,503,868,785,541,377,533
snR87,XI,431030,431138,-,109,256,257,27,607,540,526,636,940,1105,21,32,190,98,116,349,314,348,310,868,765,97,74,44,51,74,72,37,39,319,908,853,81,55,348
YKL006W,XI,431906,432034,+,129,9410,9241,7386,2880,2395,2459,1599,2031,2466,9073,9853,6868,6135,6572,5809,4519,5943,5672,5068,4971,12328,11740,1823,1715,2634,2386,9044,8828,2032,5698,5306,4999,4236,2384
YKL006W,XI,432433,432720,+,288,14641,14891,11837,4758,3935,4012,2616,3418,3880,14287,14803,10983,9917,9908,9211,7256,9655,8949,7934,7511,19029,18526,2684,2473,3863,3683,14393,13838,3339,9616,9093,8507,7007,3866
YKL005C,XI,433093,434877,-,1785,1330,1549,959,2945,2625,2668,2553,3213,3777,1123,1187,1082,4432,4243,5536,4812,3813,3653,5071,4730,2632,2710,8560,7892,11450,11052,2426,2333,1813,2273,2085,1149,878,2206
YKL004W,XI,435580,436785,+,1206,3126,3247,1773,2535,2217,2284,1787,2175,2388,2061,2222,2633,2537,2760,4418,3672,4285,4199,3295,3088,4253,4729,1942,1809,4316,4511,3833,3773,2170,3841,3624,2913,2343,2425
YKL003C,XI,437097,437492,-,396,600,638,562,720,648,622,454,626,735,518,750,488,929,1007,1142,1013,885,811,1112,1104,920,1011,1235,1177,1028,1120,1212,1299,403,540,507,596,516,429
YKL002W,XI,437778,437837,+,60,234,220,240,174,144,136,106,145,156,235,313,151,347,320,278,233,194,184,343,304,302,253,231,257,401,410,339,345,104,131,129,181,158,111
YKL002W,XI,437906,438544,+,639,1478,1478,1500,1210,988,1022,750,997,1051,1652,1779,1140,2696,2772,2202,1772,1449,1372,2382,2099,2046,1992,2082,1926,3076,2913,2529,2406,661,895,815,1171,1007,763
YKL001C,XI,438777,439385,-,609,826,864,415,584,550,492,416,498,566,457,488,563,781,800,950,763,483,415,869,835,343,388,2628,2403,2307,2334,461,453,302,647,595,887,702,315
YKR001C,XI,440608,442722,-,2115,7746,8201,6552,3761,3395,3439,2475,3264,3658,7995,8461,6242,6371,6764,7367,6353,4857,4644,7499,7081,10355,11059,4600,4356,4022,4087,11427,11280,3374,6018,5684,7466,6090,3801
YKR002W,XI,443232,444938,+,1707,1868,1950,1430,1661,1550,1577,1204,1590,1785,1581,1636,1458,3071,3007,3678,3112,2638,2452,3186,2923,3085,3103,3209,3077,3095,3109,2871,2687,1371,1793,1734,1793,1371,1451
YKR003W,XI,445381,446727,+,1347,1531,1608,1460,1150,1143,1110,865,1102,1218,1658,1793,1221,2010,2155,2354,2125,1523,1392,2235,2235,2088,2316,1775,1860,1272,1269,3048,3145,895,923,899,1846,1510,1020
YKR004C,XI,447811,448036,-,226,10,10,10,19,9,12,33,69,52,10,15,11,8,16,22,32,42,27,57,25,12,12,16,31,16,9,27,28,41,49,57,63,35,49
YKR004C,XI,446799,447706,-,908,41,47,52,112,112,89,141,253,242,44,58,46,37,74,102,142,158,154,208,124,60,88,83,68,49,55,83,98,129,167,211,210,120,185
YKR005C,XI,450021,450167,-,147,17,20,13,130,112,135,86,133,127,13,13,19,227,232,240,205,159,123,165,154,36,41,511,501,611,635,64,64,50,82,77,4,3,37
YKR005C,XI,448521,449951,-,1431,161,167,95,763,587,614,599,738,893,110,137,124,1211,1267,1514,1338,963,864,1099,941,344,355,2802,2864,3143,3097,420,431,312,562,548,248,166,352
YKR006C,XI,450423,451217,-,795,1347,1430,1342,1181,1055,1093,863,1107,1273,1588,1593,1034,1707,1847,2151,1760,1537,1391,1929,1808,1885,2003,2241,2017,2385,2107,2633,2526,762,958,984,1101,878,871
YKR007W,XI,451434,451988,+,555,770,809,727,481,380,375,224,311,353,896,972,545,1021,947,857,721,599,604,789,700,1089,986,2384,2084,1949,1764,1475,1232,309,439,423,505,426,313
YKR008W,XI,452201,454078,+,1878,1160,1211,884,854,729,788,763,1024,1119,1003,1108,864,1270,1499,2039,1791,1774,1681,2250,1784,1963,2350,4709,4776,4052,4250,2099,2005,1013,1816,1845,1638,1220,1254
YKR009C,XI,454352,457054,-,2703,360,370,373,521,462,505,461,582,592,411,482,289,687,728,903,645,562,523,807,682,459,423,723,670,643,610,554,521,354,352,334,606,573,419
tL(CAA)K,XI,458557,458594,+,38,0,0,0,0,0,0,1,2,1,0,0,0,0,1,1,1,2,1,1,2,0,0,0,0,1,3,0,0,0,1,0,0,0,1
tL(CAA)K,XI,458627,458670,+,44,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,1,2,1,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1
YKR010C,XI,458924,461239,-,2316,821,978,393,1010,916,951,1225,1522,1638,550,528,755,895,1029,2154,1906,1464,1384,1025,857,1185,1310,1558,1621,1189,1241,1632,1562,892,1368,1219,650,474,1023
YKR011C,XI,461635,462696,-,1062,569,601,757,802,680,694,420,571,659,818,995,432,941,1011,1273,1088,591,536,2045,2025,1222,1367,10432,10358,7117,7326,1313,1349,841,797,752,1162,967,946
YKR012C,XI,463739,464116,-,378,24,29,10,265,265,238,227,286,319,30,20,19,346,349,279,216,115,103,361,349,58,52,854,763,674,646,52,51,44,49,42,21,22,47
YKR013W,XI,463959,464948,+,990,5374,5382,4644,3230,2720,2717,2924,3680,4053,5736,5404,4194,13037,12231,25532,20464,15466,15298,3989,3613,7843,7651,2034,1637,2129,1995,6014,5667,5433,8874,8498,5073,4051,5691
YKR014C,XI,465367,466071,-,705,1690,1897,1176,1158,1040,1014,730,1000,1141,1395,1473,1335,2223,2435,2116,1907,1675,1643,2748,2366,2383,2518,1906,1858,1831,1798,2297,2267,1124,1435,1385,1601,1328,1197
YKR015C,XI,466961,468667,-,1707,5,9,3,120,102,106,171,214,240,9,8,10,111,163,237,173,104,103,111,70,16,30,165,158,314,292,1871,2,62,52,33,8,14,64
YKR016W,XI,469717,471339,+,1623,1517,1610,1775,1383,1359,1380,1216,1513,1688,1942,2231,1310,1735,1794,2184,1926,2029,1878,2970,2662,2633,3129,2241,2081,1379,1390,2446,2436,1293,1661,1538,2530,1921,1506
YKR017C,XI,471694,473349,-,1656,550,510,511,981,870,813,640,855,937,589,632,417,2067,2092,2212,1861,1710,1727,2227,1876,1110,1244,3436,3523,3551,3543,882,820,751,806,787,828,605,847
YKR018C,XI,473723,475900,-,2178,6915,7229,5439,6421,5654,5883,4317,5323,5800,6700,6767,5328,10809,10997,12481,10407,6755,6583,11194,10286,9226,9443,7937,7776,8396,8137,9067,8914,4163,5375,5057,6095,4833,4523
YKR019C,XI,476216,478063,-,1848,883,825,585,1212,1025,1136,1059,1272,1429,758,767,639,1589,1434,2671,2257,1608,1514,1415,1315,822,819,1556,1343,1468,1443,1181,1073,851,1037,951,862,700,866
YKR020W,XI,478338,478832,+,495,320,358,406,347,326,318,277,346,390,386,438,246,506,488,798,629,537,524,495,439,377,390,573,548,351,330,494,467,245,301,280,421,335,288
