gene	length	Ctrl	l_kb	rpm	rpkm
1056	YOL061W	1491	4956	1.491	173.2546066638	116.200272745674
395	YDR092W	432	1439	0.432	50.3053629921728	116.447599518918
5804	YKL006C-A	36	120	0.036	4.19502679573366	116.528522103713
4244	YBL005W-A	1323	4411	1.323	154.202193299843	116.55494580487
5216	YJL124C	519	1732	0.519	60.5482200850891	116.663237158168
1240	YOR089C	633	2113	0.633	73.8674301615435	116.694202466893
361	YDR062W	1686	5638	1.686	197.09634228622	116.901745128244
4439	YBR154C	648	2168	0.648	75.7901507762547	116.960109222615
6595	YHR163W	750	2516	0.75	87.9557284838824	117.274304645176
529	YDR210W	228	767	0.228	26.8132129360643	117.601811123089
3008	YPL225W	441	1484	0.441	51.8784980405729	117.63831755232
6572	YHR143W-A	213	719	0.213	25.1352022177708	118.005644214887
1437	YOR261C	1017	3434	1.017	120.047683471245	118.040986697389
6046	YER004W	696	2361	0.696	82.5371522060597	118.587862365028
5961	YEL058W	1674	5679	1.674	198.529643108095	118.595963624908
2986	YPL246C	789	2679	0.789	93.6539732147539	118.699585823516
6126	YER063W	657	2231	0.657	77.9925398440149	118.710106307481
4318	YBR056W-A	201	683	0.201	23.8766941790507	118.789523278859
2431	YLR079W	855	2907	0.855	101.624524126648	118.859092545787
2130	YGR178C	2169	7392	2.169	258.413650617193	119.139534632178
670	YDR321W	1146	3906	1.146	136.548122201131	119.151939093482
2195	YGR231C	933	3182	0.933	111.238127200204	119.226288531837
1538	YOR344C	876	2992	0.876	104.596001440293	119.401828128188
2454	YLR100W	1044	3569	1.044	124.767088616445	119.508705571308
632	YDR293C	3753	12832	3.753	448.588198690452	119.527897332921
2215	YGR250C	2346	8023	2.346	280.472499851426	119.553495247837
2386	YLR038C	252	862	0.252	30.1342758160201	119.580459587381
880	YDR502C	1155	3964	1.155	138.575718485735	119.978977043927
5773	YKL033W-A	711	2447	0.711	85.5435880763355	120.314469868264
3812	YMR092C	1848	6373	1.848	222.790881410088	120.55783626087
493	YDR178W	546	1885	0.546	65.8968792496495	120.690255035988
5567	snR64	101	350	0.101	12.2354948208898	121.143513078117
7081	snR189	189	655	0.189	22.8978545933795	121.152669806241
6401	YHR016C	47	163	0.047	5.69824473087155	121.239249593012
3193	YPL063W	1431	4967	1.431	173.639150786742	121.341125637136
4859	YNL121C	1854	6443	1.854	225.237980374266	121.48758380489
4822	YNL149C	390	1360	0.39	47.5436370183148	121.906761585423
2101	YGR161C	792	2768	0.792	96.765284754923	122.178389842075
5051	YNR037C	276	968	0.276	33.8398828189182	122.608271083037
6989	YCL037C	1305	4577	1.305	160.005313700608	122.609435785906
3247	YPL014W	1146	4024	1.146	140.673231883602	122.751511242236
5625	YKL160W	438	1543	0.438	53.9410528818086	123.153088771253
284	YDR001C	2256	7948	2.256	277.850608104093	123.160730542594
4595	YBR287W	1284	4526	1.284	158.222427312421	123.226189495655
1882	YGL019W	837	2963	0.837	103.58220329799	123.75412580405
2724	YLR301W	735	2608	0.735	91.1719156939448	124.04342271285
5978	YEL047C	1413	5019	1.413	175.45699573156	124.173386929625
3199	YPL059W	453	1610	0.453	56.2832761760932	124.245642772833
3751	YMR043W	861	3063	0.861	107.078058961102	124.364760698144
1531	YOR341W	4995	17776	4.995	621.423302674679	124.40906960454
3458	YPR158C-C	1323	4709	1.323	164.619843175915	124.429208749747
3861	YMR131C	1536	5495	1.536	192.09726868797	125.063325968731
129	YDL131W	1323	4738	1.323	165.633641318217	125.195496083309
2546	YLR157C-B	3963	14205	3.963	496.586296944972	125.305651512736
155	YDL110C	453	1624	0.453	56.7726959689288	125.32603966651
2072	YGR136W	726	2605	0.726	91.0670400240515	125.436694248005
1211	YOR065W	930	3339	0.93	116.726620591289	125.512495259451
3754	YMR045C	3963	14230	3.963	497.46026086075	125.52618240241
3659	YML025C	27	97	0.027	3.39097999321804	125.591851600668
5159	YJL172W	1731	6228	1.731	217.721890698577	125.778099768098
1185	YOR042W	1236	4451	1.236	155.600535565088	125.890400942628
541	YDR214W	1053	3792	1.053	132.562846745184	125.890642682985
3456	YPR158C-D	1305	4709	1.305	164.619843175915	126.145473698019
7019	YCL011C	1284	4637	1.284	162.102827098475	126.248307709092
6777	YIL094C	1116	4031	1.116	140.91794178002	126.270557150555
6865	YIL022W	1296	4684	1.296	163.745879260137	126.347129058748
4313	YBR054W	1035	3742	1.035	130.814918913628	126.391226003505
82	YDL173W	888	3216	0.888	112.426718125662	126.606664555926
4950	YNL044W	24	87	0.024	3.0413944269069	126.724767787788
4780	YNL189W	1629	5908	1.629	206.53515257662	126.786465670117
5004	YNL004W	30	109	0.03	3.81048267279141	127.016089093047
437	YDR127W	4767	17345	4.767	606.356164766669	127.19869200056
1130	YOL005C	363	1321	0.363	46.1802533097013	127.218328676863
5285	YJL062W-A	258	939	0.258	32.8260846766159	127.232886343472
6722	YIL138C	486	1770	0.486	61.8766452370715	127.318200076279
2570	YLR172C	903	3290	0.903	115.013651316364	127.368384624988
2170	YGR211W	1461	5328	1.461	186.259189730574	127.48746730361
6223	YER133W	177	647	0.177	22.6181861403306	127.786362374749
5192	YJL143W	477	1744	0.477	60.9677227646625	127.814932420676
460	YDR148C	1392	5097	1.392	178.183763148787	128.005576974703
3884	YMR149W	861	3154	0.861	110.259287614533	128.059567496554
5157	YJL174W	831	3047	0.831	106.518722055004	128.181374314084
3928	YMR183C	888	3257	0.888	113.860018947538	128.220742058038
6070	YER020W	1350	4966	1.35	173.604192230111	128.595697948231
6262	YER156C	1017	3742	1.017	130.814918913628	128.628238853125
1236	YOR085W	1053	3884	1.053	135.779033955246	128.94495152445
3450	YPR156C	1869	6896	1.869	241.074206528161	128.985664274029
5628	YKL157W	2578	9520	2.578	332.805459128203	129.094437210319
4035	YMR272C	1155	4267	1.155	149.168161144963	129.149923069232
4868	YNL112W	1273	4718	1.273	164.934470185595	129.563605801724
6040	YEL002C	1293	4812	1.293	168.22057450892	130.100985699087
6112	YER053C	903	3362	0.903	117.530667393805	130.155777844745
3391	YPR110C	1008	3754	1.008	131.234421593201	130.192878564684
3161	YPL091W	1452	5422	1.452	189.545294053899	130.540836125275
4502	YBR206W	324	1212	0.324	42.3697706369099	130.7708970275
982	YOL123W	1605	6016	1.605	210.310676692781	131.034689528212
1338	YOR176W	1182	4434	1.182	155.006240102359	131.138951017224
7263	YFR009W	2259	8479	2.259	296.413601675214	131.214520440555
4436	YBR151W	951	3570	0.951	124.802047173076	131.232436564749
5582	YKL196C	603	2276	0.603	79.565674892415	131.949709605995
738	YDR377W	306	1155	0.306	40.3771329089365	131.951414735086
5690	YKL103C	1545	5832	1.545	203.878302272656	131.960066195894
5385	YJR017C	513	1937	0.513	67.7147241944675	131.997513049644
5815	YKR001C	2115	7995	2.115	279.493660265755	132.148302726125
6850	YIL034C	864	3277	0.864	114.55919008016	132.59165518537
5374	YJR007W	915	3471	0.915	121.341150066596	132.613278761307
4869	YNL112W	368	1396	0.368	48.8021450570349	132.614524611508
4512	YBR214W	1584	6010	1.584	210.100925352994	132.639473076385
6163	YER086W	1731	6571	1.731	229.712675623049	132.705185224176
111	YDL147W	1338	5098	1.338	178.218721705418	133.197848808235
4293	YBR036C	1233	4723	1.233	165.109262968751	133.908566884631
5947	YEL071W	1491	5712	1.491	199.683275476922	133.92573807976
1640	YGL225W	1014	3887	1.014	135.883909625139	134.00780041927
5604	YKL178C	1413	5426	1.413	189.685128280424	134.242836716506
5530	YJR143C	2289	8792	2.289	307.355629900753	134.275067671801
1380	YOR209C	1290	4955	1.29	173.219648107169	134.278796982302
961	YOL143C	510	1959	0.51	68.483812440352	134.281985177161
5890	YKR066C	1086	4183	1.086	146.231642387949	134.651604408793
5572	YKL207W	762	2952	0.762	103.197659175048	135.429998917386
3242	YPL019C	2508	9724	2.508	339.937004680951	135.54107044695
371	YDR071C	576	2235	0.576	78.1323740705394	135.646482761353
637	YDR298C	639	2483	0.639	86.8020961150556	135.840526001652
5293	YJL055W	738	2872	0.738	100.400974644559	136.044681090188
6248	YER146W	282	1099	0.282	38.4194537375941	136.239197651043
1674	YGL195W	8019	31351	8.019	1095.98570894205	136.673613785017
1465	YOR286W	450	1761	0.45	61.5620182273914	136.804484949759
7264	YFR009W-A	258	1010	0.258	35.308142197425	136.853264331104
96	YDL160C	1521	5956	1.521	208.213163294914	136.892283560101
5812	YKL002W	60	235	0.06	8.21526080831175	136.921013471862
6087	YER035W	438	1718	0.438	60.0588002922535	137.120548612451
4251	YBL001C	315	1237	0.315	43.2437345526878	137.28169699266
3111	YPL135W	498	1958	0.498	68.4488538837208	137.447497758476
6998	YCL028W	1218	4817	1.218	168.395367292075	138.255638170834
5565	YKL212W	1872	7405	1.872	258.868111853398	138.284247784935
697	YDR346C	1446	5734	1.446	200.452363722807	138.625424427944
6082	YER030W	462	1835	0.462	64.1489514180938	138.850544195008
5356	YJL008C	1707	6781	1.707	237.053972515583	138.871688644161
6571	YHR143W	978	3888	0.978	135.918868181771	138.976347834121
2469	YLR113W	1308	5203	1.308	181.889370151685	139.059151492114
6390	YHR009C	1572	6257	1.572	218.735688840879	139.144840229567
2890	YLR429W	1956	7790	1.956	272.327156156377	139.226562452135
5919	YKR092C	1221	4864	1.221	170.038419453738	139.261604794216
5797	YKL013C	516	2061	0.516	72.0495852167256	139.630979102181
4066	YMR296C	1677	6699	1.677	234.187370871831	139.646613519279
3679	YML009W-B	477	1906	0.477	66.6310089389029	139.687649767092
4292	TLC1	1301	5204	1.301	181.924328708316	139.834226524455
4398	YBR119W	8	32	0.008	1.11867381219564	139.834226524455
5648	YKL141W	597	2388	0.597	83.4810332350998	139.834226524455
7200	YFL034C-B	20	80	0.02	2.79668453048911	139.834226524455
2764	YLR330W	2016	8068	2.016	282.045634899826	139.903588739993
5421	YJR048W	330	1323	0.33	46.2501704229636	140.152031584738
2073	YGR137W	375	1507	0.375	52.6825448430885	140.486786248236
7422	snR18	102	411	0.102	14.3679667753878	140.862419366547
4002	YMR243C	1329	5361	1.329	187.412822099401	141.017924830249
6167	YER088C	2013	8183	2.013	286.065868912404	142.109224496972
1368	YOR197W	1299	5283	1.299	184.686054682174	142.175561726077
3369	snR70	164	667	0.164	23.3173572729529	142.179007761908
3001	YPL232W	873	3553	0.873	124.207751710347	142.276920630409
5988	YEL037C	1197	4879	1.197	170.562797803204	142.491894572435
5057	YNR043W	1191	4861	1.191	169.933543783844	142.681396963765
7327	YFR051C	1641	6703	1.641	234.327205098356	142.795371784495
4200	YBL039C	1740	7144	1.74	249.743928572677	143.530993432573
2068	YGR132C	864	3548	0.864	124.032958927192	143.556665424991
7386	YAL030W	102	419	0.102	14.6476352284367	143.604266945458
4459	YBR173C	447	1838	0.447	64.2538270879872	143.744579615184
5400	YJR028W	1323	5441	1.323	190.20950662989	143.771357996894
4814	YNL157W	507	2086	0.507	72.9235491325034	143.833430241624
58	YDL195W	3822	15732	3.822	549.968012920683	143.895346133093
1822	YGL068W	585	2416	0.585	84.459872820771	144.375850975677
2846	YLR395C	237	980	0.237	34.2593854984915	144.554369191947
3274	YPR010C	3612	14945	3.612	522.455628851996	144.644415518271
6224	YER133W	762	3158	0.762	110.399121841057	144.880737324222
5030	YNR018W	675	2802	0.675	97.9538756803809	145.116852859824
4533	YBR230C	394	1640	0.394	57.3320328750267	145.512773794484
3159	YPL093W	1944	8102	1.944	283.234225825284	145.696618222883
5398	YJR029W	1301	5435	1.301	189.999755290104	146.041318439741
6754	YIL111W	455	1901	0.455	66.4562161557474	146.057617924719
5997	YEL031W	3648	15256	3.648	533.327739964272	146.197297139329
3007	YPL226W	3591	15079	3.591	527.140075440565	146.794785697735
5683	YKL109W	1665	6993	1.665	244.465186521379	146.825937850678
636	YDR297W	1050	4415	1.05	154.342027526368	146.992407167969
4190	YBL047C	4146	17460	4.146	610.376398779247	147.2205496332
4540	YBR234C	1155	4868	1.155	170.178253680262	147.34047937685
1684	YGL187C	468	1973	0.468	68.9732322331876	147.378701352965
3526	YML128C	1542	6515	1.542	227.754996451707	147.701035312391
7288	YFR024C-A	1333	5650	1.333	197.515844965793	148.173927206146
451	YDR139C	85	361	0.085	12.6200389438321	148.471046398025
3039	YPL198W	630	2677	0.63	93.5840561014917	148.546120796019
4428	YBR143C	1314	5586	1.314	195.278497341402	148.613772710351
3539	YML116W-A	303	1291	0.303	45.1314966107679	148.948833698904
2477	YLR120C	1710	7296	1.71	255.057629180606	149.156508292752
4337	YBR072W	645	2753	0.645	96.2409064054563	149.210707605359
5186	snR190	190	812	0.19	28.3863479844644	149.401831497181
3448	YPR154W	648	2777	0.648	97.0799117646031	149.814678649079
559	YDR232W	1647	7062	1.647	246.877326928926	149.895159033956
193	YDL078C	1032	4447	1.032	155.460701338563	150.640214475352
5583	YKL195W	1212	5230	1.212	182.833251180725	150.852517475846
3173	YPL081W	587	2540	0.587	88.7947338430291	151.268711827988
1659	YGL206C	4962	21530	4.962	752.65772426788	151.684345882281
6213	YER125W	2430	10548	2.43	368.742855344989	151.746031006168
1058	YOL059W	1323	5744	1.323	200.801949289118	151.777739447557
3529	YML125C	939	4082	0.939	142.700828168207	151.971063011935
7255	YFR004W	921	4004	0.921	139.97406075098	151.980521988034
2209	YGR244C	1284	5585	1.284	195.243538784771	152.058830829261
7148	YCR096C	360	1566	0.36	54.7450996843242	152.069721345345
7203	YFL034C-A	357	1553	0.357	54.2906384481198	152.074617501736
3664	YML022W	564	2454	0.564	85.7882979727533	152.106911299208
3525	YML129C	213	929	0.213	32.4764991103047	152.471826808942
5347	YJL014W	1605	7002	1.605	244.779813531059	152.510787246766
351	YDR055W	1335	5832	1.335	203.878302272656	152.71782941772
5689	YKL104C	2154	9417	2.154	329.204727795199	152.834135466666
3079	YPL163C	783	3434	0.783	120.047683471245	153.317603411552
4628	YNL327W	3126	13750	3.126	480.680153677815	153.768443275053
4649	YNL307C	1128	4965	1.128	173.56923367348	153.873434107695
5382	YJR014W	597	2628	0.597	91.8710868265671	153.887917632441
1504	YOR317W	2103	9259	2.103	323.681275847483	153.914063645974
760	YDR394W	1287	5668	1.287	198.145098985153	153.95889587036
5600	YKL181W	1284	5666	1.284	198.075181871891	154.264160336364
3098	YPL145C	1305	5783	1.305	202.165332997731	154.915963982936
4208	YBL032W	1146	5096	1.146	178.148804592156	155.452709068199
718	YDR363W-A	270	1205	0.27	42.1250607404921	156.018743483304
3914	YMR173W	1293	5771	1.293	201.745830318158	156.029257786665
4178	YBL058W	1272	5680	1.272	198.564601664726	156.104246591766
3915	YMR173W-A	1185	5294	1.185	185.070598805117	156.177720510647
3820	YMR099C	894	4000	0.894	139.834226524455	156.414123629145
5219	YJL121C	717	3213	0.717	112.321842455769	156.65528933859
6738	YIL125W	3045	13656	3.045	477.39404935449	156.779654960424
130	YDL130W-A	261	1173	0.261	41.0063869282965	157.112593595006
40	YDL212W	633	2846	0.633	99.4920521721499	157.175437870695
6975	YCL050C	966	4350	0.966	152.069721345345	157.422071786072
565	YDR238C	2922	13172	2.922	460.474107945031	157.588674861407
6041	YEL001C	678	3063	0.678	107.078058961102	157.932240355607
277	YDL007W	1314	5947	1.314	207.898536285234	158.218064144014
6577	YHR146W	1398	6340	1.398	221.637249041262	158.538804750545
539	YDR212W	1680	7629	1.68	266.698828538767	158.749302701647
118	YDL140C	5202	23736	5.202	829.776300196118	159.511015031933
4084	YMR311C	690	3155	0.69	110.294246171164	159.846733581397
4962	YNL037C	1083	4956	1.083	173.2546066638	159.976552782826
4941	YNL052W	462	2115	0.462	73.9373472748057	160.037548213865
4346	YBR079C	2895	13255	2.895	463.375668145414	160.060679842975
5049	YNR035C	1029	4719	1.029	164.969428742226	160.320144550268
5442	YJR064W	1689	7750	1.689	270.928813891132	160.407823499782
3531	YML124C	1313	6029	1.313	210.765137928985	160.521811065488
2872	YLR414C	792	3637	0.792	127.144270467361	160.535695034547
7039	YCR005C	1383	6354	1.383	222.126668834097	160.612197277004
1700	YGL173C	4587	21113	4.587	738.080006152706	160.906912176304
2004	YGR082W	552	2544	0.552	88.9345680695535	161.11334795209
3313	YPR041W	1218	5619	1.218	196.432129710229	161.274326527281
169	YDL097C	1305	6029	1.305	210.765137928985	161.505852819146
2576	YLR178C	660	3050	0.66	106.623597724897	161.550905643784
6137	YER070W	2667	12335	2.667	431.213796044789	161.684962896434
6196	YER110C	3342	15474	3.342	540.948705309855	161.863765801872
209	YDL064W	38	176	0.038	6.15270596707603	161.913314923053
7045	YCR009C	798	3706	0.798	129.556410874908	162.351392073819
4591	YBR283C	1473	6879	1.473	240.479911065432	163.258595427992
4354	YBR084W	2928	13682	2.928	478.302971826899	163.354840104815
3798	YMR079W	906	4240	0.906	148.224280115923	163.602958185345
4387	YBR111C	696	3265	0.696	114.139687400587	163.993803736475
2962	YPL262W	1467	6883	1.467	240.619745291956	164.021639599152
3546	YML110C	924	4341	0.924	151.755094335665	164.237115081889
6756	YIL109C	2781	13087	2.781	457.502630631387	164.510115293559
2374	YLR028C	1776	8358	1.776	292.183616322849	164.517801983586
4448	YBR162W-A	198	933	0.198	32.6163333368292	164.728956246612
849	snR13	124	586	0.124	20.4857141858327	165.207372466393
3337	YPR063C	382	1807	0.382	63.1701118324227	165.36678490163
228	YDL048C	1473	6994	1.473	244.50014507801	165.987878532254
2230	YGR264C	2256	10713	2.256	374.511017189122	166.006656555462
1435	YOR259C	1314	6266	1.314	219.050315850559	166.70495879038
7134	YCR084C	2142	10244	2.142	358.11545412913	167.187420228352
6515	YHR097C	976	4683	0.976	163.710920703506	167.736599081461
6851	YIL033C	1251	6012	1.251	210.170842466256	168.002272155281
1270	YOR117W	1305	6294	1.305	220.02915543623	168.604716809372
1511	YOR323C	1371	6632	1.371	231.845147577547	169.106599254228
7242	YFL005W	648	3136	0.648	109.630033595173	169.182150609835
6718	YIL142W	1584	7669	1.584	268.097170804012	169.253264396472
6140	YER073W	1563	7586	1.563	265.195610603629	169.670896099571
2900	YLR438W	1275	6197	1.275	216.638175443012	169.912294465108
4684	YNL281W	462	2247	0.462	78.5518767501127	170.025707251326
6968	YCL057C-A	294	1433	0.294	50.0956116523861	170.393236912878
3304	YPR033C	1641	8007	1.641	279.913162945328	170.574748900261
6629	YHR190W	1335	6519	1.335	227.894830678231	170.707738335754
1017	YOL097C	1299	6351	1.299	222.021793164204	170.917469718402
3854	YMR125W	25	123	0.025	4.299902465627	171.99609862508
4998	YNL010W	726	3573	0.726	124.90692284297	172.04810308949
5865	YKR043C	816	4034	0.816	141.022817449913	172.822080208227
280	YDL004W	483	2392	0.483	83.6208674616242	173.128089982659
4137	YBL091C	1266	6272	1.266	219.260067190346	173.19120631149
4290	YBR035C	687	3405	0.687	119.033885328943	173.266208630193
5739	YKL065C	621	3079	0.621	107.637395867199	173.329139882769
1330	YOR168W	2430	12106	2.43	423.208286576264	174.159788714512
2218	YGR253C	783	3904	0.783	136.478205087868	174.301666778887
115	YDL143W	1587	7916	1.587	276.731934291897	174.37424971134
5029	YNR017W	669	3352	0.669	117.181081827494	175.158567754101
3121	YPL127C	777	3899	0.777	136.303412304713	175.422667058832
268	YDL012C	45	226	0.045	7.90063379863172	175.569639969594
2717	YLR295C	375	1885	0.375	65.8968792496495	175.725011332399
4670	snR40	97	488	0.097	17.0597756359835	175.873975628696
7076	YCR028C-A	166	836	0.166	29.2253533436112	176.056345443441
5638	YKL150W	909	4586	0.909	160.319940710288	176.369571738491
6800	YIL075C	2838	14342	2.838	501.375619203434	176.665123045608
1557	YOR361C	2292	11590	2.292	405.169671354609	176.775598322255
2679	YLR264W	204	1033	0.204	36.1121889999406	177.020534313434
4367	YBR092C	1404	7117	1.404	248.800047543637	177.208011070967
3177	YPL078C	735	3734	0.735	130.535250460579	177.598980218475
1251	YOR099W	1182	6006	1.182	209.96109112647	177.632056790583
1095	YOL030W	1455	7401	1.455	258.728277626873	177.820122080325
4240	YBL007C	3735	19026	3.735	665.121498463571	178.078045104035
2074	YGR138C	1845	9441	1.845	330.043733154346	178.885492224578
